"Transaction ID",Date,Year,"Customer ID","Customer Name",Gender,Age,"age group",Product,"Product Name",Category,Quantity,"Unit Price",avg_unit_price,"Total Sale","Payment Method",Location,"Sales Rep ID","Sales Rep","Discount Applied","Return Status"
TXN00359,2022-05-18,2022,CUST00359,"Ifeyinwa Nkemdilim",Female,51,Old,"Flash Drive",Accessories,Accessories,2,183,0.040,366,"Debit Card",Jos,SP055,"Adaobi Zainab",6%,Returned
TXN00360,2022-01-27,2022,CUST00360,"Ifeyinwa Nnamdi",Female,45,"Middle Age","Wireless Mouse",Electronics,Electronics,9,194,0.040,1749,"Bank Transfer",Abuja,SP060,"Opeyemi Pius",None,"Not Returned"
TXN00361,2024-01-16,2024,CUST00361,"Olamide Chinwe",Male,43,"Middle Age",Charger,Accessories,Accessories,15,249,0.050,3741,"Bank Transfer","Port Harcourt",SP016,"Chinwe Temitope",None,"Not Returned"
TXN00362,2023-02-08,2023,CUST00362,"Temitayo Nkemdilim",Male,30,Adult,"Flash Drive",Accessories,Accessories,6,163,0.030,980,Cash,Enugu,SP034,"Bola Amaka",None,"Not Returned"
TXN00363,2023-12-31,2023,CUST00363,"Ugo Adaeze",Female,36,Adult,"Wireless Mouse",Electronics,Electronics,12,260,0.050,3123,"Debit Card",Kano,SP084,"Tosin Ayo",$31,Returned
TXN00364,2024-10-31,2024,CUST00364,"Yemi Kola",Female,34,Adult,"Bluetooth Speaker",Electronics,Electronics,7,271,0.050,1898,"Credit Card","Port Harcourt",SP081,"Patience Daniel",20%,"Not Returned"
TXN00365,2024-04-30,2024,CUST00365,"Yemi Nkechi",Male,25,"Young Adult",Monitor,Electronics,Electronics,4,23,0.000,92,"Bank Transfer",Lagos,SP009,"Kehinde Nneka",$49,Returned
TXN00366,2022-10-26,2022,CUST00366,"Chukwudi Adebayo",Male,59,Old,Keyboard,Electronics,Electronics,11,13,0.000,148,"Debit Card",Kano,SP064,"Ogechi Obi",$48,"Not Returned"
TXN00367,2023-04-22,2023,CUST00367,"Nkem Chukwudi",Female,24,"Young Adult",Monitor,Electronics,Electronics,9,203,0.040,1835,"Bank Transfer",Jos,SP033,"Uzochi Shola",None,"Not Returned"
TXN00368,2022-08-30,2022,CUST00368,"Ifeyinwa Benita",Male,59,Old,Charger,Accessories,Accessories,12,288,0.060,3461,"Credit Card","Port Harcourt",SP025,"Onyinye Yemi",16%,Returned
TXN00369,2022-05-27,2022,CUST00369,"Uzochi Blessing",Male,36,Adult,"Bluetooth Speaker",Electronics,Electronics,13,196,0.040,2555,"Debit Card",Lagos,SP086,"Nwafor Bola",$36,"Not Returned"
TXN00370,2024-10-17,2024,CUST00370,"Yemi Dayo",Male,36,Adult,"Power Bank",Electronics,Electronics,5,192,0.040,963,"Bank Transfer","Port Harcourt",SP028,"Anita Chinwe",$49,"Not Returned"
TXN00371,2022-08-20,2022,CUST00371,"Chika Anita",Male,52,Old,"Bluetooth Speaker",Electronics,Electronics,13,264,0.050,3439,"Bank Transfer",Owerri,SP011,"Elijah Favour",$40,Returned
TXN00372,2022-07-23,2022,CUST00372,"Hassan Bola",Male,33,Adult,"USB Hub",Accessories,Accessories,1,19,0.000,19,POS,Jos,SP059,"Anita Chikere",$8,Returned
TXN00373,2023-01-23,2023,CUST00373,"Chinonso Anita",Female,53,Old,Charger,Accessories,Accessories,2,277,0.060,554,"Credit Card",Owerri,SP095,"Chioma Onyinye",$18,"Not Returned"
TXN00374,2023-10-16,2023,CUST00374,"Efe Chidera",Male,58,Old,"Wireless Mouse",Electronics,Electronics,2,66,0.010,133,"Credit Card","Port Harcourt",SP045,"Emmanuela Pius",19%,Returned
TXN00375,2023-09-21,2023,CUST00375,"Chike Chika",Male,36,Adult,"Phone Case",Accessories,Accessories,5,129,0.030,646,"Credit Card",Owerri,SP012,"Chisom Amaka",None,Returned
TXN00376,2022-08-21,2022,CUST00376,"Chinonso Fathia",Male,20,"Young Adult","Bluetooth Speaker",Electronics,Electronics,6,126,0.030,756,PayPal,Kano,SP076,"Shola Micheal",None,"Not Returned"
TXN00377,2023-08-28,2023,CUST00377,"Hassan Opeyemi",Male,53,Old,Monitor,Electronics,Electronics,2,284,0.060,568,"Credit Card",Abuja,SP070,"Fola Ogechi",None,"Not Returned"
TXN00378,2022-05-21,2022,CUST00378,"Nwafor Precious",Female,49,"Middle Age","Laptop Stand",Accessories,Accessories,8,154,0.030,1238,"Debit Card",Kano,SP076,"Opeyemi Ugo",None,Returned
TXN00379,2023-11-01,2023,CUST00379,"David Nkem",Male,54,Old,Charger,Accessories,Accessories,7,213,0.040,1491,"Bank Transfer",Abuja,SP034,"Opeyemi Dayo",$48,"Not Returned"
TXN00380,2022-11-30,2022,CUST00380,"Yemi Amaka",Female,54,Old,"Phone Case",Accessories,Accessories,15,59,0.010,885,PayPal,Jos,SP024,"David Bola",19%,Returned
TXN00381,2022-09-25,2022,CUST00381,"Damilola Shola",Male,33,Adult,Monitor,Electronics,Electronics,4,27,0.010,111,"Debit Card",Owerri,SP019,"Olamide Nkem",$15,Returned
TXN00382,2023-09-15,2023,CUST00382,"Chidera Emmanuela",Male,55,Old,"USB Hub",Accessories,Accessories,6,54,0.010,329,"Bank Transfer",Kano,SP071,"Segun Obinna",None,"Not Returned"
TXN00383,2024-03-20,2024,CUST00383,"Tola Ugochukwu",Male,44,"Middle Age","Bluetooth Speaker",Electronics,Electronics,15,82,0.020,1240,"Bank Transfer",Abuja,SP049,"Benita Juliet",$6,"Not Returned"
TXN00384,2023-07-14,2023,CUST00384,"Chinonso Peace",Female,56,Old,"Wireless Mouse",Electronics,Electronics,5,270,0.050,1350,Cash,Jos,SP076,"Ngozi Chidera",12%,"Not Returned"
TXN00385,2024-06-16,2024,CUST00385,"Chika Femi",Female,56,Old,"Power Bank",Electronics,Electronics,6,227,0.050,1364,"Debit Card",Owerri,SP050,"Dayo Olamide",13%,"Not Returned"
TXN00386,2024-01-13,2024,CUST00386,"Seyi Kelechi",Male,53,Old,"Laptop Stand",Accessories,Accessories,7,157,0.030,1099,"Bank Transfer",Owerri,SP086,"Nneka Benita",None,"Not Returned"
TXN00387,2023-08-10,2023,CUST00387,"Bola Chukwuemeka",Male,18,"Young Adult","Phone Case",Accessories,Accessories,13,24,0.000,318,"Debit Card",Kano,SP051,"Fola Amaka",16%,Returned
TXN00388,2024-10-23,2024,CUST00388,"Oyinade Chijioke",Male,45,"Middle Age",Monitor,Electronics,Electronics,12,94,0.020,1137,PayPal,Abuja,SP074,"Shola Patience",None,"Not Returned"
TXN00389,2022-08-05,2022,CUST00389,"Efe Temitope",Male,47,"Middle Age","USB Hub",Accessories,Accessories,9,252,0.050,2275,"Bank Transfer",Owerri,SP031,"Chinedu Ogechi",18%,"Not Returned"
TXN00390,2022-12-07,2022,CUST00390,"Tosin Olamide",Female,38,Adult,Keyboard,Electronics,Electronics,13,170,0.030,2211,POS,Jos,SP087,"Obinna Chikere",None,"Not Returned"
TXN00391,2024-09-30,2024,CUST00391,"Peace Ada",Male,21,"Young Adult",Monitor,Electronics,Electronics,6,9,0.000,57,"Credit Card",Jos,SP048,"Nnamdi Ezinne",None,"Not Returned"
TXN00392,2022-12-04,2022,CUST00392,"Fathia David",Female,59,Old,"Flash Drive",Accessories,Accessories,11,73,0.010,813,Cash,Owerri,SP079,"Fola Obi",$13,Returned
TXN00393,2022-11-07,2022,CUST00393,"Chukwuemeka Hassan",Male,52,Old,"Bluetooth Speaker",Electronics,Electronics,9,130,0.030,1176,POS,Kano,SP011,"Olamide Shola",7%,Returned
TXN00394,2022-05-26,2022,CUST00394,"Ayo Chinonso",Female,48,"Middle Age","Flash Drive",Accessories,Accessories,4,121,0.020,484,Cash,Abuja,SP073,"Chike Chinonso",None,"Not Returned"
TXN00395,2022-04-28,2022,CUST00395,"Blessing Obi",Male,23,"Young Adult","Bluetooth Speaker",Electronics,Electronics,14,112,0.020,1571,"Bank Transfer",Ibadan,SP067,"Opeyemi Obinna",$35,Returned
TXN00396,2024-02-29,2024,CUST00396,"Dayo Chike",Female,37,Adult,"Laptop Stand",Accessories,Accessories,6,145,0.030,872,"Bank Transfer",Owerri,SP004,"Obi Chioma",$4,Returned
TXN00397,2023-12-18,2023,CUST00397,"Olamide Amina",Female,32,Adult,Monitor,Electronics,Electronics,13,213,0.040,2779,"Credit Card",Jos,SP068,"Fathia Nkemdilim",$10,Returned
TXN00398,2023-07-05,2023,CUST00398,"Ifeoma Nnamdi",Female,33,Adult,Keyboard,Electronics,Electronics,3,132,0.030,398,POS,Owerri,SP022,"Kehinde Ada",$5,Returned
TXN00399,2022-02-16,2022,CUST00399,"Amarachi Segun",Female,42,"Middle Age","Laptop Stand",Accessories,Accessories,4,126,0.030,504,"Credit Card",Kano,SP013,"Dayo Juliet",None,Returned
TXN00400,2024-01-13,2024,CUST00400,"Pius Daniel",Female,59,Old,"Flash Drive",Accessories,Accessories,13,70,0.010,917,Cash,Jos,SP015,"Damilola Uche",None,Returned
TXN00401,2023-09-13,2023,CUST00401,"Olufunke Olamide",Male,48,"Middle Age","USB Hub",Accessories,Accessories,7,238,0.050,1666,PayPal,Kano,SP024,"Adesola Fidelis",$38,Returned
TXN00402,2022-07-06,2022,CUST00402,"Ada Nkechi",Female,35,Adult,Charger,Accessories,Accessories,6,31,0.010,189,POS,Ibadan,SP058,"Ifeyinwa Tosin",None,"Not Returned"
TXN00403,2023-01-20,2023,CUST00403,"Amaka Ifeyinwa",Female,49,"Middle Age","Wireless Mouse",Electronics,Electronics,11,242,0.050,2666,PayPal,"Port Harcourt",SP086,"Ronke Zainab",8%,"Not Returned"
TXN00404,2024-07-13,2024,CUST00404,"Chinedu Chidera",Male,28,"Young Adult","Power Bank",Electronics,Electronics,1,198,0.040,198,"Debit Card",Kano,SP076,"Adaeze Chinonso",$48,"Not Returned"
TXN00405,2022-11-06,2022,CUST00405,"Chizor Fidelis",Male,40,"Middle Age","USB Hub",Accessories,Accessories,1,138,0.030,138,"Credit Card",Kano,SP082,"Ogechi Obinna",11%,"Not Returned"
TXN00406,2023-02-20,2023,CUST00406,"Chijioke Hassan",Female,41,"Middle Age","Power Bank",Electronics,Electronics,9,266,0.050,2398,"Credit Card",Jos,SP029,"Chidera Chinonso",11%,"Not Returned"
TXN00407,2022-02-09,2022,CUST00407,"Chika Jibola",Female,55,Old,"Power Bank",Electronics,Electronics,2,183,0.040,367,Cash,Enugu,SP020,"Olu Anita",13%,Returned
TXN00408,2021-12-23,2021,CUST00408,"Chidera Dayo",Male,19,"Young Adult","Flash Drive",Accessories,Accessories,3,64,0.010,192,Cash,Owerri,SP044,"Ugochukwu Tosin",None,Returned
TXN00409,2023-11-20,2023,CUST00409,"Ronke Blessing",Female,52,Old,"Laptop Stand",Accessories,Accessories,1,228,0.050,228,"Credit Card","Port Harcourt",SP051,"Chisom Obinna",None,"Not Returned"
TXN00410,2024-08-18,2024,CUST00410,"Ada Uche",Female,36,Adult,"Phone Case",Accessories,Accessories,15,162,0.030,2443,"Credit Card","Port Harcourt",SP011,"Juliet Chika",None,"Not Returned"
TXN00411,2022-08-07,2022,CUST00411,"Benita Chinonso",Female,48,"Middle Age",Keyboard,Electronics,Electronics,5,197,0.040,985,"Bank Transfer",Lagos,SP008,"Amina Adebayo",20%,Returned
TXN00412,2023-02-11,2023,CUST00412,"Ngozi Tobi",Female,52,Old,"USB Hub",Accessories,Accessories,8,83,0.020,668,Cash,Lagos,SP096,"Ugochukwu Oluwatobi",$32,"Not Returned"
TXN00413,2022-06-23,2022,CUST00413,"Adaeze Vivian",Male,23,"Young Adult",Charger,Accessories,Accessories,9,218,0.040,1967,"Bank Transfer",Lagos,SP077,"Ugochukwu Temitayo",12%,Returned
TXN00414,2021-12-20,2021,CUST00414,"Damilola Temitayo",Male,24,"Young Adult","Power Bank",Electronics,Electronics,11,151,0.030,1668,"Credit Card",Kano,SP006,"Hassan Adesola",$50,Returned
TXN00415,2024-03-12,2024,CUST00415,"Ugochukwu Chisom",Male,21,"Young Adult","USB Hub",Accessories,Accessories,14,42,0.010,595,POS,Abuja,SP059,"Juliet Sola",None,Returned
TXN00416,2023-07-06,2023,CUST00416,"Tola Olufunke",Male,33,Adult,"Bluetooth Speaker",Electronics,Electronics,12,281,0.060,3378,POS,"Port Harcourt",SP012,"David Favour",None,"Not Returned"
TXN00417,2022-08-07,2022,CUST00417,"Chidera Benita",Female,56,Old,"Laptop Stand",Accessories,Accessories,8,275,0.060,2206,PayPal,Owerri,SP001,"Juliet Opeyemi",7%,"Not Returned"
TXN00418,2022-03-28,2022,CUST00418,"Olufunke Damilola",Female,40,"Middle Age",Charger,Accessories,Accessories,15,117,0.020,1765,"Debit Card",Owerri,SP092,"Olamide Chinedu",7%,Returned
TXN00419,2023-10-19,2023,CUST00419,"Olu Kehinde",Female,45,"Middle Age","USB Hub",Accessories,Accessories,4,256,0.050,1025,"Credit Card","Port Harcourt",SP011,"Chinedu Nkem",16%,"Not Returned"
TXN00420,2022-06-09,2022,CUST00420,"Nkechi Obi",Female,59,Old,Keyboard,Electronics,Electronics,14,182,0.040,2552,POS,"Port Harcourt",SP017,"Olivia Pius",None,Returned
TXN00421,2022-02-20,2022,CUST00421,"Temitope Ifechukwu",Female,18,"Young Adult","Power Bank",Electronics,Electronics,8,268,0.050,2148,"Credit Card",Enugu,SP082,"Kola Chioma",None,"Not Returned"
TXN00422,2022-06-02,2022,CUST00422,"Temitayo Nnenna",Female,27,"Young Adult","USB Hub",Accessories,Accessories,2,125,0.030,250,"Credit Card",Enugu,SP004,"Patience Damilola",$23,"Not Returned"
TXN00423,2022-09-06,2022,CUST00423,"Ronke Tola",Male,52,Old,"Phone Case",Accessories,Accessories,7,9,0.000,66,PayPal,Lagos,SP044,"Chike Ngozi",None,Returned
TXN00424,2022-04-27,2022,CUST00424,"Ifeoma Olivia",Female,42,"Middle Age","Phone Case",Accessories,Accessories,15,155,0.030,2339,Cash,Owerri,SP024,"Ifechukwu Tosin",$29,Returned
TXN00425,2022-12-11,2022,CUST00425,"Tope Obi",Male,36,Adult,Monitor,Electronics,Electronics,6,37,0.010,225,Cash,"Port Harcourt",SP063,"Uche Zainab",7%,"Not Returned"
TXN00426,2024-04-13,2024,CUST00426,"Vivian Chinonso",Male,50,Old,Charger,Accessories,Accessories,14,140,0.030,1965,PayPal,Abuja,SP028,"Ronke Olufunke",$31,Returned
TXN00427,2023-11-20,2023,CUST00427,"Opeyemi Shola",Female,51,Old,"Bluetooth Speaker",Electronics,Electronics,3,211,0.040,634,POS,Owerri,SP061,"Emmanuela Precious",18%,"Not Returned"
TXN00428,2024-08-13,2024,CUST00428,"Fola Peace",Female,27,"Young Adult","Wireless Mouse",Electronics,Electronics,2,185,0.040,370,POS,Lagos,SP058,"Sola Fola",7%,Returned
TXN00429,2024-06-22,2024,CUST00429,"Temitayo Chijioke",Male,57,Old,"Bluetooth Speaker",Electronics,Electronics,8,271,0.050,2172,"Credit Card",Enugu,SP017,"Uzochi Ifeoma",5%,Returned
TXN00430,2024-08-29,2024,CUST00430,"Chizor Amaka",Male,42,"Middle Age","Wireless Mouse",Electronics,Electronics,3,218,0.040,655,"Debit Card",Owerri,SP054,"Efe Obi",None,"Not Returned"
TXN00431,2023-08-12,2023,CUST00431,"Kehinde Fathia",Male,58,Old,"Flash Drive",Accessories,Accessories,2,32,0.010,64,Cash,Jos,SP093,"Oluwatobi Yemi",None,"Not Returned"
TXN00432,2023-07-02,2023,CUST00432,"Adebayo Olamide",Female,42,"Middle Age","USB Hub",Accessories,Accessories,7,19,0.000,136,"Bank Transfer",Kano,SP081,"Chisom Nnenna",$24,"Not Returned"
TXN00433,2023-12-30,2023,CUST00433,"Uche Amina",Male,60,Old,"USB Hub",Accessories,Accessories,2,41,0.010,83,PayPal,Owerri,SP089,"Amina Oyinade",14%,Returned
TXN00434,2023-02-26,2023,CUST00434,"Chinwe Pius",Female,50,Old,Keyboard,Electronics,Electronics,2,56,0.010,112,"Credit Card","Port Harcourt",SP055,"Tunde Fidelis",$35,Returned
TXN00435,2022-07-22,2022,CUST00435,"Adebayo Hassan",Male,48,"Middle Age","Bluetooth Speaker",Electronics,Electronics,6,16,0.000,98,PayPal,Enugu,SP005,"Chukwudi Ifeoma",6%,"Not Returned"
TXN00436,2022-02-23,2022,CUST00436,"Hassan Yemi",Female,36,Adult,"Laptop Stand",Accessories,Accessories,6,79,0.020,476,"Credit Card",Kano,SP093,"Adaeze Ifeyinwa",None,Returned
TXN00437,2022-03-03,2022,CUST00437,"Chikere Chioma",Female,33,Adult,"Bluetooth Speaker",Electronics,Electronics,3,81,0.020,245,Cash,Lagos,SP023,"Amina Tobi",$20,"Not Returned"
TXN00438,2022-07-28,2022,CUST00438,"Ada Kola",Female,25,"Young Adult",Charger,Accessories,Accessories,12,216,0.040,2599,PayPal,Abuja,SP032,"Uche Efe",8%,"Not Returned"
TXN00439,2023-04-17,2023,CUST00439,"Olivia Daniel",Male,57,Old,"Bluetooth Speaker",Electronics,Electronics,15,287,0.060,4309,"Credit Card",Abuja,SP068,"Tosin Obinna",12%,"Not Returned"
TXN00440,2023-07-19,2023,CUST00440,"Damilola Tunde",Male,44,"Middle Age",Keyboard,Electronics,Electronics,1,161,0.030,161,POS,Enugu,SP080,"Simeon Chijioke",$20,Returned
TXN00441,2021-11-24,2021,CUST00441,"Zainab Chukwudi",Female,53,Old,"Phone Case",Accessories,Accessories,12,86,0.020,1036,"Debit Card",Jos,SP083,"Ada Ezinne",18%,"Not Returned"
TXN00442,2022-07-06,2022,CUST00442,"Ifeyinwa Hassan",Female,51,Old,"Laptop Stand",Accessories,Accessories,2,187,0.040,375,"Credit Card",Kano,SP084,"Amina Opeyemi",None,Returned
TXN00443,2022-08-16,2022,CUST00443,"Chijioke Fathia",Male,41,"Middle Age",Keyboard,Electronics,Electronics,1,256,0.050,256,"Bank Transfer",Lagos,SP035,"Pius Ifeyinwa",$37,Returned
TXN00444,2022-07-08,2022,CUST00444,"Anita Emmanuela",Male,34,Adult,Keyboard,Electronics,Electronics,15,264,0.050,3973,"Credit Card",Abuja,SP030,"Blessing Aisha",None,Returned
TXN00445,2022-08-28,2022,CUST00445,"Ronke Ugo",Female,58,Old,"Flash Drive",Accessories,Accessories,12,77,0.020,924,PayPal,Owerri,SP036,"Tosin Chidera",$10,Returned
TXN00446,2022-10-28,2022,CUST00446,"Adesola Chinonso",Male,19,"Young Adult","Flash Drive",Accessories,Accessories,8,190,0.040,1522,Cash,Jos,SP029,"Chisom Bola",None,"Not Returned"
TXN00447,2024-06-10,2024,CUST00447,"Temitayo Ogechi",Male,19,"Young Adult","USB Hub",Accessories,Accessories,7,106,0.020,743,POS,Owerri,SP083,"Fidelis Benita",7%,"Not Returned"
TXN00448,2022-10-31,2022,CUST00448,"Favour Ifeoma",Female,45,"Middle Age",Charger,Accessories,Accessories,13,15,0.000,203,PayPal,Lagos,SP078,"Ifechukwu Obi",None,"Not Returned"
TXN00449,2021-11-17,2021,CUST00449,"Chukwuemeka Olivia",Female,47,"Middle Age","USB Hub",Accessories,Accessories,15,102,0.020,1532,PayPal,Owerri,SP022,"Uche Ifechukwu",$43,"Not Returned"
TXN00450,2023-09-14,2023,CUST00450,"Femi Sola",Male,36,Adult,"USB Hub",Accessories,Accessories,3,283,0.060,850,POS,Lagos,SP055,"Ayo Emeka",$21,"Not Returned"
TXN00451,2024-09-15,2024,CUST00451,"Chukwuemeka Kelechi",Female,41,"Middle Age","Power Bank",Electronics,Electronics,14,256,0.050,3594,POS,"Port Harcourt",SP078,"Temitope Emmanuela",9%,"Not Returned"
TXN00452,2023-08-28,2023,CUST00452,"Kelechi Adaeze",Female,28,"Young Adult","Flash Drive",Accessories,Accessories,11,64,0.010,706,Cash,Ibadan,SP093,"Olamide Nkechi",9%,"Not Returned"
TXN00453,2022-07-13,2022,CUST00453,"Opeyemi Segun",Female,58,Old,Monitor,Electronics,Electronics,7,64,0.010,450,"Credit Card",Abuja,SP015,"Chika Oluwatobi",$28,"Not Returned"
TXN00454,2022-02-21,2022,CUST00454,"Sola Nkemdilim",Male,21,"Young Adult","Laptop Stand",Accessories,Accessories,13,234,0.050,3052,PayPal,Abuja,SP028,"Tola Chika",$21,"Not Returned"
TXN00455,2021-11-12,2021,CUST00455,"Ngozi Elijah",Male,28,"Young Adult","USB Hub",Accessories,Accessories,5,190,0.040,954,"Credit Card",Enugu,SP073,"Pius Uzochi",None,"Not Returned"
TXN00456,2022-11-14,2022,CUST00456,"Chikere Fola",Female,43,"Middle Age","Wireless Mouse",Electronics,Electronics,14,125,0.030,1762,PayPal,Lagos,SP035,"Adebayo Nkem",$25,Returned
TXN00457,2022-12-03,2022,CUST00457,"Tope Nkemdilim",Female,34,Adult,"USB Hub",Accessories,Accessories,5,97,0.020,485,PayPal,Ibadan,SP056,"Elijah Chinedu",None,Returned
TXN00458,2024-08-30,2024,CUST00458,"Chidera Adaeze",Female,41,"Middle Age","Bluetooth Speaker",Electronics,Electronics,2,8,0.000,16,Cash,Jos,SP057,"Vivian Nike",None,Returned
TXN00459,2022-05-30,2022,CUST00459,"Chidera Ifeyinwa",Male,41,"Middle Age","USB Hub",Accessories,Accessories,10,95,0.020,953,PayPal,Ibadan,SP076,"Daniel Sola",6%,"Not Returned"
TXN00460,2024-04-21,2024,CUST00460,"Chinedu Juliet",Female,36,Adult,Monitor,Electronics,Electronics,13,154,0.030,2009,Cash,Abuja,SP089,"Amaka Adebayo",None,Returned
TXN00461,2023-05-25,2023,CUST00461,"Olufunke Tosin",Male,49,"Middle Age",Monitor,Electronics,Electronics,12,163,0.030,1966,PayPal,Ibadan,SP078,"Ogechi Emmanuela",18%,"Not Returned"
TXN00462,2022-04-03,2022,CUST00462,"Ogechi Vivian",Male,48,"Middle Age",Monitor,Electronics,Electronics,5,50,0.010,253,Cash,Abuja,SP071,"David Uzochi",13%,Returned
TXN00463,2023-09-20,2023,CUST00463,"Tola Obinna",Female,49,"Middle Age","Phone Case",Accessories,Accessories,2,160,0.030,320,POS,Jos,SP006,"Yemi Tola",6%,Returned
TXN00464,2023-01-08,2023,CUST00464,"Simeon Micheal",Male,29,"Young Adult","Flash Drive",Accessories,Accessories,7,31,0.010,220,"Bank Transfer",Jos,SP032,"Efe Tola",$3,Returned
TXN00465,2024-04-27,2024,CUST00465,"Olamide Tobi",Male,35,Adult,"Bluetooth Speaker",Electronics,Electronics,15,96,0.020,1448,PayPal,"Port Harcourt",SP077,"Jibola Chinonso",20%,"Not Returned"
TXN00466,2024-03-23,2024,CUST00466,"Nkemdilim Tope",Female,21,"Young Adult","Wireless Mouse",Electronics,Electronics,6,106,0.020,640,"Debit Card",Jos,SP054,"Vivian Ifeyinwa",16%,"Not Returned"
TXN00467,2024-08-16,2024,CUST00467,"Obinna Kehinde",Male,39,Adult,Keyboard,Electronics,Electronics,3,253,0.050,760,POS,"Port Harcourt",SP065,"Tobi Emeka",10%,"Not Returned"
TXN00468,2023-08-31,2023,CUST00468,"Benita Hassan",Male,28,"Young Adult",Keyboard,Electronics,Electronics,6,20,0.000,124,PayPal,Lagos,SP053,"Oluwatobi Chike",None,"Not Returned"
TXN00469,2022-12-10,2022,CUST00469,"Kelechi Chikere",Male,18,"Young Adult","Bluetooth Speaker",Electronics,Electronics,14,29,0.010,413,POS,Jos,SP008,"Kelechi Shola",7%,"Not Returned"
TXN00470,2024-10-24,2024,CUST00470,"Chukwuemeka Precious",Male,55,Old,"Wireless Mouse",Electronics,Electronics,6,206,0.040,1237,"Credit Card",Ibadan,SP013,"Ifeoma Chinedu",$47,Returned
TXN00471,2022-04-16,2022,CUST00471,"Chinonso Nnamdi",Male,40,"Middle Age","Laptop Stand",Accessories,Accessories,14,265,0.050,3722,"Bank Transfer",Lagos,SP081,"Juliet Nike",15%,"Not Returned"
TXN00472,2022-04-13,2022,CUST00472,"Temitayo Ifeoma",Female,27,"Young Adult","Power Bank",Electronics,Electronics,10,173,0.030,1736,PayPal,Kano,SP063,"Chinonso Chike",$46,"Not Returned"
TXN00473,2022-08-06,2022,CUST00473,"Vivian Pius",Female,50,Old,"Bluetooth Speaker",Electronics,Electronics,9,76,0.020,684,POS,Lagos,SP100,"Fathia Nnenna",16%,Returned
TXN00474,2022-05-10,2022,CUST00474,"David Ezinne",Female,58,Old,"Bluetooth Speaker",Electronics,Electronics,7,293,0.060,2051,"Debit Card",Enugu,SP048,"Chukwuemeka Tola",None,"Not Returned"
TXN00475,2022-12-24,2022,CUST00475,"Elijah Chizor",Male,56,Old,Keyboard,Electronics,Electronics,9,230,0.050,2071,"Debit Card",Ibadan,SP038,"Opeyemi Nnenna",None,Returned
TXN00476,2024-09-30,2024,CUST00476,"Pius Fola",Male,51,Old,Charger,Accessories,Accessories,2,177,0.040,354,"Bank Transfer",Abuja,SP060,"Blessing Chike",8%,Returned
TXN00477,2022-10-10,2022,CUST00477,"Nkechi Amarachi",Female,25,"Young Adult","USB Hub",Accessories,Accessories,6,120,0.020,722,Cash,"Port Harcourt",SP005,"Kelechi Emeka",15%,"Not Returned"
TXN00478,2022-08-09,2022,CUST00478,"Ayo Emmanuela",Male,48,"Middle Age","Flash Drive",Accessories,Accessories,13,259,0.050,3375,"Credit Card",Owerri,SP029,"Chisom Tunde",None,Returned
TXN00479,2023-11-20,2023,CUST00479,"Patience Daniel",Male,21,"Young Adult",Monitor,Electronics,Electronics,9,119,0.020,1075,POS,Owerri,SP081,"Tope Ifeyinwa",14%,"Not Returned"
TXN00480,2022-08-10,2022,CUST00480,"Onyinye Olivia",Male,56,Old,"Power Bank",Electronics,Electronics,12,134,0.030,1618,Cash,Jos,SP050,"Ugo Tosin",$50,"Not Returned"
TXN00481,2022-06-19,2022,CUST00481,"Tola Amaka",Male,44,"Middle Age",Keyboard,Electronics,Electronics,11,154,0.030,1697,PayPal,Lagos,SP082,"Ifeyinwa Chidera",$13,"Not Returned"
TXN00482,2024-05-02,2024,CUST00482,"Hassan Amaka",Female,47,"Middle Age","USB Hub",Accessories,Accessories,13,240,0.050,3127,PayPal,Ibadan,SP035,"Nwafor Damilola",$26,Returned
TXN00483,2024-10-02,2024,CUST00483,"Opeyemi Ada",Female,19,"Young Adult","Laptop Stand",Accessories,Accessories,15,152,0.030,2280,POS,Abuja,SP054,"Obinna Precious",$39,Returned
TXN00484,2022-04-26,2022,CUST00484,"Ada Chinonso",Male,34,Adult,"Wireless Mouse",Electronics,Electronics,7,284,0.060,1991,Cash,Enugu,SP004,"Tosin Adesola",10%,"Not Returned"
TXN00485,2024-01-07,2024,CUST00485,"Chizor Nwafor",Male,44,"Middle Age","Flash Drive",Accessories,Accessories,7,221,0.040,1552,PayPal,Abuja,SP055,"Tola Obi",10%,Returned
TXN00486,2024-04-28,2024,CUST00486,"Chinonso Ezinne",Male,25,"Young Adult","Power Bank",Electronics,Electronics,12,119,0.020,1436,"Bank Transfer",Jos,SP059,"Sola Chika",7%,Returned
TXN00487,2024-01-07,2024,CUST00487,"Obinna Kelechi",Female,36,Adult,Charger,Accessories,Accessories,11,192,0.040,2112,"Debit Card",Ibadan,SP099,"Fidelis Amaka",16%,Returned
TXN00488,2024-08-21,2024,CUST00488,"Emeka Amina",Male,55,Old,"Bluetooth Speaker",Electronics,Electronics,3,254,0.050,763,"Credit Card",Ibadan,SP016,"Chidera Ugochukwu",None,Returned
TXN00489,2024-07-14,2024,CUST00489,"Nike Tosin",Female,39,Adult,Keyboard,Electronics,Electronics,5,166,0.030,831,"Debit Card",Abuja,SP037,"Adaobi Micheal",20%,"Not Returned"
TXN00490,2022-10-16,2022,CUST00490,"Vivian Chinonso",Male,59,Old,Charger,Accessories,Accessories,7,146,0.030,1024,POS,Abuja,SP058,"Chike Nkem",None,"Not Returned"
